n_trades,win_rate,avg_pnl,net_profit,roi,max_drawdown,max_drawdown_pct,drawdown_duration_trades,worst_losing_streak,best_winning_streak,avg_edge,median_edge,profit_factor,brier_score,log_loss,position_fraction
135,0.26666666666666666,-1.3630724654832993,-184.0147828402454,-0.1840147828402454,-212.75132780353385,-0.20941887503377643,122,8,2,0.14731956405284358,0.1359947086894424,0.6083039367216286,0.2503206084644056,0.6937883368923798,0.005
135,0.26666666666666666,-2.5011601534868078,-337.65662072071905,-0.33765662072071906,-389.22777764024295,-0.37752788994620823,122,8,2,0.14731956405284358,0.1359947086894424,0.6044730932632443,0.2503206084644056,0.6937883368923798,0.01
135,0.26666666666666666,-4.23190733144877,-571.307489745584,-0.571307489745584,-655.6236975510626,-0.6195177205392133,122,8,2,0.14731956405284358,0.1359947086894424,0.5982187430099167,0.2503206084644056,0.6937883368923798,0.02
135,0.26666666666666666,-6.657928293330784,-898.8203195996558,-0.8988203195996558,-1030.1073514729082,-0.9222608144988551,122,8,2,0.14731956405284358,0.1359947086894424,0.5943772037482848,0.2503206084644056,0.6937883368923798,0.05
