edge_bucket,trades,win_rate,net_profit,profit_per_trade,avg_edge,avg_entry,roi_on_turnover
5-7.5%,312.0,0.5608974358974359,-67.24199999999999,-0.21551923076923074,0.06300044315707051,0.5539391025641026,-0.026274185872223094
7.5-10%,241.0,0.5601659751037344,-78.33900000000003,-0.3250580912863072,0.0875350094924264,0.559655601659751,-0.039941590923343706
10-15%,327.0,0.5871559633027523,-196.16000000000008,-0.5998776758409788,0.1233454955498986,0.5921957186544342,-0.07382317963540022
15%+,287.0,0.5888501742160279,48.76999999999996,0.16993031358885002,0.2167268290945772,0.5605574912891986,0.02072470604233328
