n_trades,win_rate,avg_pnl,net_profit,roi,max_drawdown,max_drawdown_pct,drawdown_duration_trades,worst_losing_streak,best_winning_streak,avg_edge,median_edge,profit_factor,brier_score,log_loss,bucket,n
5,0.2,4.3188728724209895,21.594364362104947,0.021594364362104948,-30.017836424268125,-0.02854458744565861,4,4,1,0.3233203390407261,0.30893975505370097,1.7193844372023726,0.24748150750390194,0.6881093249048539,"[0.0,0.2)",5
85,0.23529411764705882,-2.8289001667209233,-240.45651417127849,-0.24045651417127847,-264.0808181175796,-0.261006739717028,83,7,2,0.17615694033650892,0.162633621861421,0.5651977796074129,0.2501637635511989,0.6934745820366321,"[0.2,0.4)",85
45,0.3333333333333333,-2.6398771313676783,-118.79447091154553,-0.11879447091154553,-152.52545516127032,-0.15235842214360118,43,5,5,0.0732933227405999,0.07200116979568782,0.5610694318681706,0.25093232674051863,0.6950119862851839,"[0.4,0.6)",45
