observed_at,ticker,close_time,minutes_remaining,strike,btc,yes_bid,yes_bid_size,yes_ask,yes_ask_size,yes_depth_5c,no_depth_5c,yes_depth_10c,no_depth_10c,yes_total,no_total,imbalance_touch,imbalance_5c,weighted_mid,mid,spread,n_yes_levels,n_no_levels,volume,open_interest,outcome
2026-09-24T00:00:32.476556+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,14.46,84380.99,84398.66,0.58,8103.12,0.5900000000000001,646.17,22156.71,15826.02,42982.22,44188.06,111690.13,128071.72,0.852292014552038,0.1666728536890318,0.5892614600727603,0.585,0.01000000000000012,30,30,22615.04,16157.29,
2026-09-24T00:00:52.670181+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,14.12,84380.99,84450.05,0.75,10170.24,0.76,2591.67,19827.95,17315.61,45660.85,47142.31,104120.54,108741.39,0.5938429279002908,0.06763864314567587,0.7579692146395014,0.755,0.010000000000000009,30,30,124228.99,81212.06,
2026-09-24T00:01:12.879491+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,13.79,84380.99,84433.83,0.71,6282.15,0.72,782.5,20852.84,11467.35,42695.53,31686.68,102957.2,104226.48,0.7784745174920201,0.2903909290137217,0.71889237258746,0.715,0.010000000000000009,30,30,124228.99,81212.06,
2026-09-24T00:01:33.048352+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,13.45,84380.99,84433.18,0.71,7728.68,0.72,697.95,19220.34,13206.17,44126.79,30891.77,102630.91,103759.15,0.834346589324558,0.18547077684277463,0.7191717329466226,0.715,0.010000000000000009,30,30,230777.81,133870.14,
2026-09-24T00:01:53.218892+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,13.11,84380.99,84439.59,0.71,9307.15,0.72,1.02,21976.01,12567.61,41608.2,30388.31,100851.64,100863.70999999999,0.9997808376941976,0.2723628849553115,0.7199989041884709,0.715,0.010000000000000009,30,30,230777.81,133870.14,
2026-09-24T00:02:13.457294+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,12.78,84380.99,84434.55,0.7,8469.13,0.71,5275.03,20673.27,15797.57,42955.77,33478.43,96525.64,103796.69,0.23239688711423612,0.13368762551123037,0.7061619844355711,0.705,0.010000000000000009,30,30,337815.69,185842.61,
2026-09-24T00:02:33.654472+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,12.44,84380.99,84436.2,0.73,5374.42,0.74,8619.98,17113.309999999998,19823.36,32791.12,41986.97,95486.74,101649.29,-0.2319184816783856,-0.07337017657520299,0.7338404075916081,0.735,0.010000000000000009,30,30,399875.65,221042.73,
2026-09-24T00:02:53.810580+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,12.1,84380.99,84430.53,0.71,7471.24,0.72,2891.9,19875.3,12586.28,39231.79,29126.12,96658.81,97444.43000000001,0.4418873044270366,0.22454298281229682,0.7172094365221351,0.715,0.010000000000000009,30,30,399875.65,221042.73,
2026-09-24T00:03:14.045690+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,11.77,84380.99,84444.46,0.78,1243.06,0.79,7561.8,13790.08,24929.190000000002,31292.86,53530.62,91369.15,91791.82,-0.7176423020922535,-0.2876890499226871,0.7814117884895387,0.785,0.010000000000000009,30,30,438875.70,243602.10,
2026-09-24T00:03:34.223421+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,11.43,84380.99,84451.95,0.81,8730.27,0.8200000000000001,5298.7,20684.88,22248.85,35197.950000000004,78256.3,89318.01,78261.3,0.24460598319049798,-0.036427536112049845,0.8162230299159525,0.8150000000000001,0.010000000000000009,30,30,495069.48,266587.29,
2026-09-24T00:03:54.392395+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,11.09,84380.99,84447.31,0.77,5174.32,0.78,906.48,15568.76,15598.23,34851.18,39603.25,86558.7,83767.9,0.7018550190764374,-0.000945551687859474,0.7785092750953824,0.775,0.010000000000000009,30,30,495069.48,266587.29,
2026-09-24T00:04:14.558655+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,10.76,84380.99,84447.32,0.77,7617.54,0.78,2614.95,18291.57,18843.19,39035.63,46027.42,90247.91,91171.36,0.4888927328538802,-0.014854545983332034,0.7774444636642693,0.775,0.010000000000000009,30,30,573428.54,292333.28,
2026-09-24T00:04:34.717540+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,10.42,84380.99,84441.29,0.76,8363.19,0.77,205.77,19104.97,11310.699999999999,49408.43,39347.12,100298.04,88357.81,0.9519731682724624,0.25625836945232516,0.7697598658413622,0.765,0.010000000000000009,30,30,613489.88,303211.19,
2026-09-24T00:04:54.880809+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,10.09,84380.99,84451.03,0.82,3209.6,0.83,6625.43,14764.099999999999,25029.84,27304.04,83427.34,83375.94,83427.34,-0.3473126162299454,-0.2579724450506786,0.8232634369188502,0.825,0.010000000000000009,30,30,613489.88,303211.19,
2026-09-24T00:05:15.062955+00:00,KXBTC15M-26SEP232015-15,2026-09-24T00:15:00Z,9.75,84380.99,84469.67,0.87,7963.07,0.88,5240.66,21258.06,52326.08,35972.81,52326.08,89437.92,52326.08,0.2061849189585064,-0.42221081879872485,0.8760309245947926,0.875,0.010000000000000009,30,30,650353.04,316473.67,
