observed_at,ticker,close_time,minutes_remaining,strike,btc,yes_bid,yes_bid_size,yes_ask,yes_ask_size,yes_depth_5c,no_depth_5c,yes_depth_10c,no_depth_10c,yes_total,no_total,imbalance_touch,imbalance_5c,weighted_mid,mid,spread,n_yes_levels,n_no_levels,volume,open_interest,outcome
2026-09-10T00:00:34.927533+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,14.42,78276.74,78284.98,0.52,8992.12,0.53,5222.75,19581.14,18499.82,25972.36,29111.9,85137.03,82769.29,0.26517090905509516,0.02839529255564985,0.5263258545452755,0.525,0.010000000000000009,30,30,80085.84,57169.10,
2026-09-10T00:00:55.106262+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,14.08,78276.74,78289.99,0.51,4540.13,0.52,5886.35,15770.55,21140.35,22742.7,45248.42,73939.7,83717.67,-0.1291154828858829,-0.14548006144526415,0.5143544225855706,0.515,0.010000000000000009,30,30,80085.84,57169.10,
2026-09-10T00:01:15.269300+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,13.75,78276.74,78303.64,0.58,4633.92,0.5900000000000001,5420.6,15066.25,16445.93,22469.98,42295.8,65116.22,90036.75,-0.07824142773598344,-0.04378243587082837,0.5846087928613202,0.585,0.01000000000000012,30,30,209087.18,138473.79,
2026-09-10T00:01:35.452635+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,13.41,78276.74,78303.09,0.59,4435.78,0.6,6191.93,13000.68,18198.63,21476.47,45464.86,63655.81,103797.85,-0.1652425593095785,-0.166604646064288,0.5941737872034522,0.595,0.010000000000000009,30,30,310718.11,207263.71,
2026-09-10T00:01:55.696835+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,13.07,78276.74,78290.66,0.6,5586.33,0.61,2717.37,18446.37,18715.25,42256.75,26932.89,69755.99,103671.01,0.3455038115538856,-0.007235421921864576,0.6067275190577693,0.605,0.010000000000000009,30,30,310718.11,207263.71,
2026-09-10T00:02:15.918618+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,12.74,78276.74,78307.82,0.64,6110.73,0.65,6570.24,17953.87,18830.46,48912.31,45530.86,78133.8,99039.35,-0.03623618697938724,-0.02383052783617372,0.6448188190651031,0.645,0.010000000000000009,30,30,393249.83,246936.43,
2026-09-10T00:02:36.106959+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,12.4,78276.74,78316.64,0.68,584.58,0.69,7919.95,10683.939999999999,35002.45,36006.06,46983.03,80121.92,100601.78,-0.8625250307777148,-0.532292220943699,0.6806873748461114,0.685,0.009999999999999898,30,30,393249.83,246936.43,
2026-09-10T00:02:56.285575+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,12.06,78276.74,78324.02,0.69,1064.23,0.7,6199.18,13072.5,25118.72,37065.5,56922.39,80010.6,102534.16,-0.706961330834966,-0.31541857002735185,0.6914651933458251,0.695,0.010000000000000009,30,30,469395.08,275566.17,
2026-09-10T00:03:16.500321+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,11.73,78276.74,78316.0,0.68,4614.33,0.69,6119.64,13459.77,24054.420000000002,21820.37,48982.76,80408.98,102616.09,-0.14023795482938747,-0.28241713335673785,0.684298810225853,0.685,0.009999999999999898,30,30,581002.27,309530.79,
2026-09-10T00:03:36.659725+00:00,KXBTC15M-26SEP092015-15,2026-09-10T00:15:00Z,11.39,78276.74,78308.49,0.66,1.0,0.6699999999999999,5656.67,4420.1,22945.46,16105.49,34613.81,52439.09,80001.63,-0.9996464975864623,-0.676958922090394,0.6600017675120677,0.665,0.009999999999999898,30,30,581002.27,309530.79,
