observed_at,ticker,close_time,minutes_remaining,strike,btc,yes_bid,yes_bid_size,yes_ask,yes_ask_size,yes_depth_5c,no_depth_5c,yes_depth_10c,no_depth_10c,yes_total,no_total,imbalance_touch,imbalance_5c,weighted_mid,mid,spread,n_yes_levels,n_no_levels,volume,open_interest,outcome
2026-08-29T00:00:51.755095+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,14.14,77837.24,77814.74,0.43,3986.48,0.43999999999999995,1818.18,32265.65,28480.09,63845.44,61699.64,195321.94,152818.24,0.3735447037380312,0.062318114817598746,0.43686772351869013,0.43499999999999994,0.009999999999999953,30,30,59985.37,33370.30,
2026-08-29T00:01:11.890274+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,13.8,77837.24,77835.56,0.51,7838.18,0.52,3677.51,41080.57,40944.04,63646.7,72414.91,172645.16,171960.43,0.36130444636838954,0.001664500446878063,0.516806522231842,0.515,0.010000000000000009,30,30,125385.18,72368.25,
2026-08-29T00:01:32.082029+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,13.47,77837.24,77852.15,0.58,5682.9,0.5900000000000001,12076.35,34232.52,45058.53,64983.74,76644.83,161999.37,186175.8,-0.3600067570421049,-0.136535081828277,0.5831999662147894,0.585,0.01000000000000012,30,30,125385.18,72368.25,
2026-08-29T00:01:52.253424+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,13.13,77837.24,77859.57,0.62,5719.99,0.63,11080.56,31152.989999999998,39557.17,69424.51,72046.0,146339.51,214366.6,-0.3190711018389279,-0.11885392424511555,0.6234046444908053,0.625,0.010000000000000009,30,30,249239.78,110537.57,
2026-08-29T00:02:12.396792+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,12.79,77837.24,77850.0,0.55,1905.56,0.56,2013.6,28774.670000000002,30321.05,59281.66,67792.52,145782.4,192159.04,-0.027567131732309978,-0.026167377265223224,0.5548621643413385,0.555,0.010000000000000009,30,30,249239.78,110537.57,
2026-08-29T00:02:32.560046+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,12.46,77837.24,77826.24,0.47,1398.66,0.48,3170.86,35132.9,29791.84,66197.47,60629.42,163497.61000000002,172716.3,-0.38783066930443455,0.08226540452838164,0.4730608466534778,0.475,0.010000000000000009,30,30,346310.57,165803.68,
2026-08-29T00:02:52.726377+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,12.12,77837.24,77810.61,0.36,902.75,0.37,9997.48,32312.79,36025.24,64372.89,73431.36,195134.19,163264.83,-0.8343612932938113,-0.054324802748923214,0.36082819353353096,0.365,0.010000000000000009,30,30,412552.24,172771.77,
2026-08-29T00:03:12.851032+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,11.79,77837.24,77810.11,0.37,3369.77,0.38,13156.98,21913.32,38494.38,54179.36,75087.74,195563.99,152313.38,-0.5922041538717533,-0.2744858685233836,0.3720389792306412,0.375,0.010000000000000009,30,30,412552.24,172771.77,
2026-08-29T00:03:33.131940+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,11.45,77837.24,77805.42,0.34,4337.12,0.35,7988.15,25587.920000000002,29892.82,58171.590000000004,66488.3,206905.9,149074.42,-0.2962231253351853,-0.07759269252717245,0.34351888437332406,0.345,0.009999999999999953,30,30,472231.06,196524.81,
2026-08-29T00:03:53.362069+00:00,KXBTC15M-26AUG282015-15,2026-08-29T00:15:00Z,11.11,77837.24,77816.68,0.43,184.3,0.43999999999999995,2942.96,29985.72,30415.77,61283.72,61009.02,186447.6,144797.63,-0.8821332412399352,-0.007119857473714626,0.4305893337938003,0.43499999999999994,0.009999999999999953,30,30,534376.09,208820.49,
