can_close_early,close_time,created_time,custom_strike,event_ticker,exchange_index,expected_expiration_time,expiration_time,expiration_value,floor_strike,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,occurrence_datetime,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,result,rules_primary,rules_secondary,settlement_timer_seconds,settlement_ts,settlement_value_dollars,status,strike_type,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title
True,2026-08-26T04:15:00Z,2026-08-26T00:00:48.207717Z,"{""round_digits"":""2""}",KXBTC15M-26AUG260015,2,2026-08-26T04:20:00Z,2026-09-02T04:15:00Z,79004.50,79081.02,0.0010,2026-09-02T04:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T04:20:00Z,808299.32,2026-08-26T04:00:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:15 AM EDT on Aug 26, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:00 AM EDT on August 26, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T04:15:07.071021Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG260015-15,BTC price up in next 15 mins?,2026-08-26T04:15:07.122451Z,3022354.78,3022354.78,1.0000,0.00,0.0000,0.00,"Target Price: $79,081.02"
True,2026-08-26T04:00:00Z,2026-08-25T00:01:26.293671Z,"{""round_digits"":""2""}",KXBTC15M-26AUG260000,2,2026-08-26T04:05:00Z,2026-09-02T04:00:00Z,79081.02,79054.36,0.9990,2026-09-02T04:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T04:05:00Z,483621.77,2026-08-26T03:45:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:00 AM EDT on Aug 26, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:45 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T04:00:47.021548Z,1.0000,finalized,greater_or_equal,KXBTC15M-26AUG260000-00,BTC price up in next 15 mins?,2026-08-26T04:00:47.049256Z,2617011.49,2617011.49,1.0000,0.00,0.0000,0.00,"Target Price: $79,054.36"
True,2026-08-26T03:45:00Z,2026-08-25T00:01:26.017931Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252345,2,2026-08-26T03:50:00Z,2026-09-02T03:45:00Z,79054.36,79031.53,0.9990,2026-09-02T03:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T03:50:00Z,467303.32,2026-08-26T03:30:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:45 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:30 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T03:45:07.019696Z,1.0000,finalized,greater_or_equal,KXBTC15M-26AUG252345-45,BTC price up in next 15 mins?,2026-08-26T03:45:07.127333Z,3025991.86,3025991.86,1.0000,0.00,0.0000,0.00,"Target Price: $79,031.53"
True,2026-08-26T03:30:00Z,2026-08-25T00:01:25.753081Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252330,2,2026-08-26T03:35:00Z,2026-09-02T03:30:00Z,79031.53,79062.65,0.0010,2026-09-02T03:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T03:35:00Z,527620.83,2026-08-26T03:15:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:30 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:15 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T03:30:07.018431Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252330-30,BTC price up in next 15 mins?,2026-08-26T03:30:07.043795Z,2757996.28,2757996.28,1.0000,0.00,0.0000,0.00,"Target Price: $79,062.65"
True,2026-08-26T03:15:00Z,2026-08-25T00:01:25.461771Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252315,2,2026-08-26T03:20:00Z,2026-09-02T03:15:00Z,79062.65,79105.01,0.0010,2026-09-02T03:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T03:20:00Z,633374.77,2026-08-26T03:00:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:15 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:00 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T03:15:07.02445Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252315-15,BTC price up in next 15 mins?,2026-08-26T03:15:07.138505Z,2307934.10,2307934.10,1.0000,0.00,0.0000,0.00,"Target Price: $79,105.01"
True,2026-08-26T03:00:00Z,2026-08-25T00:01:25.16384Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252300,2,2026-08-26T03:05:00Z,2026-09-02T03:00:00Z,79105.01,79147.72,0.0010,2026-09-02T03:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T03:05:00Z,542005.94,2026-08-26T02:45:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:00 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:45 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T03:00:37.018123Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252300-00,BTC price up in next 15 mins?,2026-08-26T03:00:37.038401Z,1917350.56,1917350.56,1.0000,0.00,0.0000,0.00,"Target Price: $79,147.72"
True,2026-08-26T02:45:00Z,2026-08-25T00:01:24.894019Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252245,2,2026-08-26T02:50:00Z,2026-09-02T02:45:00Z,79147.72,79216.71,0.0010,2026-09-02T02:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T02:50:00Z,631462.66,2026-08-26T02:30:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:45 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:30 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T02:45:07.023023Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252245-45,BTC price up in next 15 mins?,2026-08-26T02:45:07.109271Z,2101057.62,2101057.62,1.0000,0.00,0.0000,0.00,"Target Price: $79,216.71"
True,2026-08-26T02:30:00Z,2026-08-25T00:01:24.622713Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252230,2,2026-08-26T02:35:00Z,2026-09-02T02:30:00Z,79216.71,78790.14,0.9990,2026-09-02T02:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T02:35:00Z,911686.36,2026-08-26T02:15:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:30 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:15 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T02:30:07.018038Z,1.0000,finalized,greater_or_equal,KXBTC15M-26AUG252230-30,BTC price up in next 15 mins?,2026-08-26T02:30:07.049955Z,1933154.28,1933154.28,1.0000,0.00,0.0000,0.00,"Target Price: $78,790.14"
True,2026-08-26T02:15:00Z,2026-08-25T00:01:24.341237Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252215,2,2026-08-26T02:20:00Z,2026-09-02T02:15:00Z,78790.14,78804.3,0.0010,2026-09-02T02:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T02:20:00Z,482119.31,2026-08-26T02:00:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:15 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:00 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T02:15:07.073025Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252215-15,BTC price up in next 15 mins?,2026-08-26T02:15:07.09902Z,2613204.27,2613204.27,1.0000,0.00,0.0000,0.00,"Target Price: $78,804.30"
True,2026-08-26T02:00:00Z,2026-08-25T00:01:24.048929Z,"{""round_digits"":""2""}",KXBTC15M-26AUG252200,2,2026-08-26T02:05:00Z,2026-09-02T02:00:00Z,78804.30,78848.84,0.0010,2026-09-02T02:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-08-26T02:05:00Z,534879.47,2026-08-26T01:45:00Z,0.0000,0.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:00 PM EDT on Aug 25, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 9:45 PM EDT on August 25, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-08-26T02:00:17.014969Z,0.0000,finalized,greater_or_equal,KXBTC15M-26AUG252200-00,BTC price up in next 15 mins?,2026-08-26T02:00:17.079583Z,1594213.82,1594213.82,1.0000,0.00,0.0000,0.00,"Target Price: $78,848.84"
