can_close_early,close_time,created_time,custom_strike,event_ticker,exchange_index,expected_expiration_time,expiration_time,expiration_value,floor_strike,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,occurrence_datetime,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,result,rules_primary,rules_secondary,settlement_timer_seconds,settlement_ts,settlement_value_dollars,status,strike_type,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title
True,2026-07-31T23:45:00Z,2026-07-31T00:01:04.249014Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311945,0,2026-07-31T23:50:00Z,2026-08-07T23:45:00Z,62903.95,62926.4,0.0010,2026-08-07T23:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T23:50:00Z,528841.46,2026-07-31T23:30:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:45 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:30 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T23:45:10.95712Z,0.0000,finalized,greater_or_equal,KXBTC15M-26JUL311945-45,BTC price up in next 15 mins?,2026-07-31T23:45:11.022015Z,0.00,1800375.29,1.0000,0.00,0.0000,0.00,"Target Price: $62,926.40"
True,2026-07-31T23:30:00Z,2026-07-31T00:01:03.985326Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311930,0,2026-07-31T23:35:00Z,2026-08-07T23:30:00Z,62926.40,62917.59,0.9990,2026-08-07T23:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T23:35:00Z,453835.65,2026-07-31T23:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:30 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:15 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T23:30:10.912375Z,1.0000,finalized,greater_or_equal,KXBTC15M-26JUL311930-30,BTC price up in next 15 mins?,2026-07-31T23:30:11.054454Z,0.00,1782518.64,1.0000,0.00,0.0000,0.00,"Target Price: $62,917.59"
True,2026-07-31T23:15:00Z,2026-07-31T00:01:03.677989Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311915,0,2026-07-31T23:20:00Z,2026-08-07T23:15:00Z,62917.59,62880.52,0.9990,2026-08-07T23:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T23:20:00Z,532435.98,2026-07-31T23:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:15 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:00 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T23:15:10.953987Z,1.0000,finalized,greater_or_equal,KXBTC15M-26JUL311915-15,BTC price up in next 15 mins?,2026-07-31T23:15:11.009996Z,0.00,1304257.14,1.0000,0.00,0.0000,0.00,"Target Price: $62,880.52"
True,2026-07-31T23:00:00Z,2026-07-31T00:01:03.421632Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311900,0,2026-07-31T23:05:00Z,2026-08-07T23:00:00Z,62880.52,62897.16,0.0010,2026-08-07T23:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T23:05:00Z,458288.97,2026-07-31T22:45:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 7:00 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:45 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T23:00:10.957813Z,0.0000,finalized,greater_or_equal,KXBTC15M-26JUL311900-00,BTC price up in next 15 mins?,2026-07-31T23:00:11.025554Z,0.00,1672386.00,1.0000,0.00,0.0000,0.00,"Target Price: $62,897.16"
True,2026-07-31T22:45:00Z,2026-07-31T00:01:03.152334Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311845,0,2026-07-31T22:50:00Z,2026-08-07T22:45:00Z,62897.16,62951.36,0.0010,2026-08-07T22:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T22:50:00Z,544301.14,2026-07-31T22:30:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:45 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:30 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T22:45:10.95954Z,0.0000,finalized,greater_or_equal,KXBTC15M-26JUL311845-45,BTC price up in next 15 mins?,2026-07-31T22:45:10.994214Z,0.00,1575571.01,1.0000,0.00,0.0000,0.00,"Target Price: $62,951.36"
True,2026-07-31T22:30:00Z,2026-07-31T00:01:02.880937Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311830,0,2026-07-31T22:35:00Z,2026-08-07T22:30:00Z,62951.36,62947.32,0.9990,2026-08-07T22:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T22:35:00Z,465603.65,2026-07-31T22:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:30 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:15 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T22:30:10.96388Z,1.0000,finalized,greater_or_equal,KXBTC15M-26JUL311830-30,BTC price up in next 15 mins?,2026-07-31T22:30:11.094943Z,0.00,1965856.82,1.0000,0.00,0.0000,0.00,"Target Price: $62,947.32"
True,2026-07-31T22:15:00Z,2026-07-31T00:01:02.601953Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311815,0,2026-07-31T22:20:00Z,2026-08-07T22:15:00Z,62947.32,62898.1,0.9990,2026-08-07T22:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T22:20:00Z,559616.94,2026-07-31T22:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:15 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:00 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T22:15:10.964043Z,1.0000,finalized,greater_or_equal,KXBTC15M-26JUL311815-15,BTC price up in next 15 mins?,2026-07-31T22:15:11.071991Z,0.00,2156848.61,1.0000,0.00,0.0000,0.00,"Target Price: $62,898.10"
True,2026-07-31T22:00:00Z,2026-07-31T00:01:02.263596Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311800,0,2026-07-31T22:05:00Z,2026-08-07T22:00:00Z,62898.10,62955.54,0.0010,2026-08-07T22:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T22:05:00Z,466119.21,2026-07-31T21:45:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 6:00 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:45 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T22:00:10.913577Z,0.0000,finalized,greater_or_equal,KXBTC15M-26JUL311800-00,BTC price up in next 15 mins?,2026-07-31T22:00:11.028676Z,0.00,1901432.67,1.0000,0.00,0.0000,0.00,"Target Price: $62,955.54"
True,2026-07-31T21:45:00Z,2026-07-31T00:01:01.975739Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311745,0,2026-07-31T21:50:00Z,2026-08-07T21:45:00Z,62955.54,62946.71,0.9990,2026-08-07T21:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T21:50:00Z,398592.86,2026-07-31T21:30:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:45 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:30 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T21:45:10.913137Z,1.0000,finalized,greater_or_equal,KXBTC15M-26JUL311745-45,BTC price up in next 15 mins?,2026-07-31T21:45:10.929937Z,0.00,2930062.78,1.0000,0.00,0.0000,0.00,"Target Price: $62,946.71"
True,2026-07-31T21:30:00Z,2026-07-31T00:01:01.675244Z,"{""round_digits"":""2""}",KXBTC15M-26JUL311730,0,2026-07-31T21:35:00Z,2026-08-07T21:30:00Z,62946.71,62951.01,0.0010,2026-08-07T21:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-07-31T21:35:00Z,429455.97,2026-07-31T21:15:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{""end"":""0.1000"",""start"":""0.0000"",""step"":""0.0010""},{""end"":""0.9000"",""start"":""0.1000"",""step"":""0.0100""},{""end"":""1.0000"",""start"":""0.9000"",""step"":""0.0010""}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:30 PM EDT on Jul 31, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:15 PM EDT on July 31, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-07-31T21:30:10.918567Z,0.0000,finalized,greater_or_equal,KXBTC15M-26JUL311730-30,BTC price up in next 15 mins?,2026-07-31T21:30:11.024506Z,0.00,2160762.47,1.0000,0.00,0.0000,0.00,"Target Price: $62,951.01"
